申請ID,申請日,申請者社員ID,案件コード,変更種別,影響度,ステータス
B1940,2025-08-09,E102,P002,図面修正,低,申請中
B1941,2025-06-26,E102,P006,部品変更,低,申請中
B1942,2025-06-06,E108,P003,図面修正,中,申請中
B1943,2025-12-23,E105,P001,コスト変更,高,承認済
B1944,2025-04-27,E108,P006,仕様変更,低,申請中
B1945,2025-04-05,E108,P004,部品変更,低,承認待ち
B1946,2025-05-16,E103,P004,部品変更,低,却下
B1947,2025-05-05,E103,P006,仕様変更,低,承認待ち
B1948,2025-01-14,E102,P004,部品変更,低,承認待ち
B1949,2025-01-14,E105,P005,コスト変更,低,承認待ち
B1950,2025-11-12,E106,P005,部品変更,中,承認待ち
B1951,2025-05-22,E106,P004,コスト変更,低,承認済
B1952,2025-09-16,E105,P001,部品変更,高,承認済
B1953,2025-07-15,E105,P002,コスト変更,高,承認待ち
B1954,2025-08-11,E102,P003,コスト変更,低,承認待ち
B1955,2025-08-27,E106,P005,コスト変更,低,承認待ち
B1956,2025-01-10,E105,P005,部品変更,中,申請中
B1957,2025-09-25,E105,P003,図面修正,中,却下
B1958,2025-08-14,E106,P003,仕様変更,中,却下
B1959,2025-12-08,E105,P006,仕様変更,中,却下
B1960,2025-07-08,E108,P002,部品変更,低,申請中
B1961,2025-10-20,E105,P002,仕様変更,低,申請中
B1962,2025-07-03,E105,P003,仕様変更,低,申請中
B1963,2025-09-07,E105,P005,部品変更,高,却下
B1964,2025-12-08,E105,P002,図面修正,中,却下
B1965,2025-04-18,E103,P001,仕様変更,高,申請中
B1966,2025-09-13,E106,P001,部品変更,中,承認済
B1967,2025-01-08,E103,P001,図面修正,低,申請中
B1968,2025-07-21,E106,P002,図面修正,高,申請中
B1969,2025-02-17,E106,P001,仕様変更,低,承認待ち
B1970,2025-02-24,E108,P004,部品変更,低,承認済
B1971,2025-06-14,E108,P006,仕様変更,中,承認済
B1972,2025-08-07,E102,P003,コスト変更,中,承認済
B1973,2025-07-03,E103,P004,図面修正,中,承認済
B1974,2025-12-18,E108,P002,コスト変更,高,却下
B1975,2025-12-13,E105,P005,仕様変更,中,承認待ち
B1976,2025-10-01,E106,P002,コスト変更,中,却下
B1977,2025-10-04,E105,P003,部品変更,低,申請中
B1978,2025-02-18,E103,P002,コスト変更,低,承認待ち
B1979,2025-02-05,E106,P005,コスト変更,低,承認待ち
B1980,2025-01-25,E106,P003,コスト変更,中,承認済
B1981,2025-03-02,E105,P006,コスト変更,高,承認済
B1982,2025-12-07,E108,P004,コスト変更,中,承認待ち
B1983,2025-06-15,E106,P005,仕様変更,高,却下
B1984,2025-12-03,E106,P002,仕様変更,高,申請中
B1985,2025-03-07,E106,P001,仕様変更,中,却下
B1986,2025-03-21,E108,P004,部品変更,低,却下
B1987,2025-07-01,E105,P001,コスト変更,中,承認済
B1988,2025-09-11,E108,P003,部品変更,高,承認済
B1989,2025-09-22,E103,P005,図面修正,低,承認済
B1990,2025-08-15,E103,P003,部品変更,高,却下
B1991,2025-01-11,E106,P002,部品変更,中,申請中
B1992,2025-01-10,E103,P002,仕様変更,低,却下
B1993,2025-06-04,E102,P005,コスト変更,低,承認待ち
B1994,2025-02-12,E108,P002,図面修正,低,申請中
B1995,2025-04-09,E105,P004,図面修正,中,却下
B1996,2025-05-18,E108,P006,部品変更,高,承認待ち
B1997,2025-02-24,E103,P003,部品変更,中,申請中
B1998,2025-03-26,E108,P005,コスト変更,中,承認済
B1999,2025-12-28,E108,P006,コスト変更,高,承認待ち
B2000,2025-01-26,E103,P002,仕様変更,低,承認待ち
B2001,2025-03-06,E106,P001,図面修正,高,申請中
B2002,2025-03-17,E106,P004,コスト変更,中,承認済
B2003,2025-09-25,E102,P002,コスト変更,中,却下
B2004,2025-12-16,E105,P003,図面修正,低,申請中
B2005,2025-10-27,E103,P002,図面修正,低,承認待ち
B2006,2025-07-18,E106,P004,図面修正,低,申請中
B2007,2025-09-14,E105,P002,仕様変更,中,却下
B2008,2025-11-12,E106,P002,部品変更,中,承認済
B2009,2025-03-24,E102,P002,コスト変更,中,承認待ち
B2010,2025-01-19,E105,P003,仕様変更,中,承認済
B2011,2025-09-01,E108,P003,仕様変更,低,承認済
B2012,2025-11-16,E106,P001,図面修正,中,申請中
B2013,2025-10-27,E102,P006,コスト変更,低,却下
B2014,2025-08-06,E106,P006,仕様変更,高,承認済
B2015,2025-01-20,E103,P006,部品変更,高,申請中
B2016,2025-07-27,E102,P001,コスト変更,低,申請中
B2017,2025-06-04,E108,P003,部品変更,低,申請中
B2018,2025-06-27,E105,P006,部品変更,低,承認済
B2019,2025-09-01,E106,P004,仕様変更,高,承認待ち
B2020,2025-09-05,E105,P001,部品変更,中,申請中
B2021,2025-05-20,E103,P006,コスト変更,高,申請中
B2022,2025-05-09,E108,P003,仕様変更,中,却下
B2023,2025-10-27,E102,P005,コスト変更,高,申請中
B2024,2025-02-06,E102,P002,図面修正,低,申請中
B2025,2025-03-26,E102,P002,図面修正,中,申請中
B2026,2025-12-08,E105,P006,部品変更,低,承認待ち
B2027,2025-05-02,E106,P006,図面修正,高,承認済
B2028,2025-03-19,E105,P004,部品変更,高,承認済
B2029,2025-04-06,E105,P003,コスト変更,中,申請中
B2030,2025-08-12,E108,P003,図面修正,低,却下
B2031,2025-11-22,E103,P001,コスト変更,高,承認待ち
B2032,2025-12-14,E105,P006,図面修正,高,承認済
B2033,2025-12-17,E108,P006,図面修正,高,承認待ち
B2034,2025-05-07,E106,P003,仕様変更,高,承認待ち
B2035,2025-08-05,E106,P005,図面修正,中,却下
B2036,2025-11-19,E102,P003,仕様変更,低,承認済
B2037,2025-01-06,E106,P004,図面修正,中,申請中
B2038,2025-03-12,E105,P002,コスト変更,低,承認待ち
B2039,2025-01-15,E108,P004,コスト変更,低,却下
B2040,2025-08-27,E103,P003,図面修正,低,承認済
B2041,2025-08-22,E106,P003,仕様変更,高,申請中
B2042,2025-07-14,E105,P005,コスト変更,低,申請中
B2043,2025-03-17,E103,P003,部品変更,低,承認待ち
B2044,2025-03-22,E105,P001,仕様変更,中,承認待ち
B2045,2025-06-15,E106,P002,コスト変更,高,承認待ち
B2046,2025-04-06,E105,P003,仕様変更,高,承認待ち
B2047,2025-04-14,E102,P006,部品変更,高,承認済
B2048,2025-01-16,E103,P003,仕様変更,中,却下
B2049,2025-12-07,E106,P006,コスト変更,中,承認待ち
B2050,2025-02-13,E103,P003,部品変更,中,承認済
B2051,2025-05-27,E106,P005,コスト変更,低,申請中
B2052,2025-06-16,E108,P001,部品変更,低,承認待ち
B2053,2025-04-12,E105,P003,仕様変更,低,却下
B2054,2025-02-21,E103,P002,コスト変更,高,申請中
B2055,2025-04-10,E106,P001,図面修正,中,承認待ち
B2056,2025-07-05,E105,P003,コスト変更,低,却下
B2057,2025-01-09,E106,P002,部品変更,中,申請中
B2058,2025-08-26,E102,P003,仕様変更,低,却下
B2059,2025-01-06,E105,P002,コスト変更,低,却下
B2060,2025-01-16,E106,P004,仕様変更,中,却下
B2061,2025-05-24,E102,P005,コスト変更,低,承認済
B2062,2025-08-23,E105,P005,図面修正,高,承認待ち
B2063,2025-07-18,E106,P006,仕様変更,高,申請中
B2064,2025-06-23,E108,P003,部品変更,低,却下
B2065,2025-07-02,E106,P003,仕様変更,高,却下
B2066,2025-08-12,E102,P005,図面修正,中,却下
B2067,2025-06-22,E105,P001,図面修正,高,承認済
B2068,2025-06-14,E102,P004,図面修正,中,申請中
B2069,2025-10-04,E105,P006,仕様変更,低,却下
B2070,2025-04-06,E102,P005,仕様変更,高,承認待ち
B2071,2025-11-16,E106,P003,図面修正,中,承認待ち
B2072,2025-12-27,E108,P005,コスト変更,高,申請中
B2073,2025-06-12,E102,P002,仕様変更,中,申請中
B2074,2025-06-21,E105,P004,コスト変更,高,承認待ち
B2075,2025-12-09,E102,P004,仕様変更,高,承認済
B2076,2025-05-20,E108,P005,部品変更,低,申請中
B2077,2025-06-19,E106,P002,コスト変更,中,承認待ち
B2078,2025-05-17,E102,P005,コスト変更,高,承認済
B2079,2025-05-01,E106,P002,仕様変更,中,承認待ち
B2080,2025-05-09,E106,P005,図面修正,高,承認待ち
B2081,2025-04-01,E105,P002,仕様変更,低,承認済
B2082,2025-12-23,E108,P004,コスト変更,低,承認済
B2083,2025-09-13,E106,P005,仕様変更,中,承認済
B2084,2025-06-12,E106,P002,コスト変更,低,却下
B2085,2025-04-18,E103,P006,コスト変更,中,却下
B2086,2025-01-22,E108,P001,コスト変更,低,承認済
B2087,2025-02-07,E108,P003,図面修正,中,承認済
B2088,2025-08-22,E106,P001,部品変更,低,承認待ち
B2089,2025-10-12,E108,P004,コスト変更,高,承認済
B2090,2025-09-24,E106,P002,コスト変更,低,承認待ち
B2091,2025-07-20,E102,P001,コスト変更,高,承認待ち
B2092,2025-02-19,E105,P002,部品変更,低,却下
B2093,2025-09-14,E105,P002,コスト変更,低,承認済
B2094,2025-06-25,E105,P006,仕様変更,低,承認済
B2095,2025-09-18,E108,P004,部品変更,中,却下
B2096,2025-08-10,E106,P002,部品変更,中,承認済
B2097,2025-01-18,E105,P004,部品変更,低,申請中
B2098,2025-07-19,E106,P004,コスト変更,高,申請中
B2099,2025-10-08,E103,P005,仕様変更,低,却下
B2100,2025-01-11,E108,P002,部品変更,低,却下
B2101,2025-11-03,E105,P001,コスト変更,低,承認待ち
B2102,2025-03-15,E105,P006,部品変更,高,却下
B2103,2025-12-07,E105,P002,図面修正,高,申請中
B2104,2025-04-19,E106,P004,部品変更,低,却下
B2105,2025-04-26,E103,P004,仕様変更,低,承認済
B2106,2025-03-08,E106,P006,仕様変更,高,申請中
B2107,2025-11-22,E106,P005,コスト変更,中,申請中
B2108,2025-07-09,E108,P001,仕様変更,中,却下
B2109,2025-12-02,E105,P004,仕様変更,中,却下
B2110,2025-12-17,E106,P004,仕様変更,高,承認待ち
B2111,2025-05-25,E108,P001,部品変更,中,却下
B2112,2025-11-11,E103,P002,コスト変更,高,承認済
B2113,2025-02-11,E102,P004,コスト変更,高,承認済
B2114,2025-06-10,E106,P003,コスト変更,低,承認済
B2115,2025-10-09,E108,P001,部品変更,高,承認済
B2116,2025-01-08,E105,P005,図面修正,低,承認済
B2117,2025-05-23,E103,P005,図面修正,中,却下
B2118,2025-11-10,E103,P006,部品変更,高,承認済
B2119,2025-07-09,E103,P001,部品変更,低,承認済
B2120,2025-03-19,E102,P003,図面修正,低,却下
B2121,2025-08-20,E103,P003,部品変更,低,承認済
B2122,2025-09-12,E106,P004,部品変更,低,却下
B2123,2025-03-16,E106,P001,仕様変更,中,承認待ち
B2124,2025-05-07,E103,P002,図面修正,低,申請中
B2125,2025-11-07,E105,P004,コスト変更,低,申請中
B2126,2025-12-28,E108,P002,部品変更,中,申請中
B2127,2025-07-21,E102,P003,仕様変更,中,申請中
B2128,2025-01-15,E108,P005,部品変更,高,承認済
B2129,2025-12-06,E103,P002,コスト変更,高,申請中
B2130,2025-10-09,E108,P003,仕様変更,低,承認待ち
B2131,2025-12-27,E102,P002,図面修正,高,承認待ち
B2132,2025-04-08,E108,P005,コスト変更,中,申請中
B2133,2025-09-26,E102,P003,仕様変更,高,却下
B2134,2025-02-15,E102,P004,部品変更,高,承認待ち
B2135,2025-10-16,E105,P005,仕様変更,低,却下
B2136,2025-02-24,E106,P006,部品変更,低,却下
B2137,2025-01-09,E106,P005,図面修正,中,承認待ち
B2138,2025-06-17,E106,P005,図面修正,低,承認済
B2139,2025-05-28,E108,P002,図面修正,中,承認済
B2140,2025-11-15,E102,P002,コスト変更,高,承認済
B2141,2025-09-16,E106,P002,部品変更,高,却下
B2142,2025-11-10,E102,P004,図面修正,低,承認待ち
B2143,2025-04-25,E102,P002,部品変更,中,承認済
B2144,2025-06-25,E108,P004,仕様変更,低,承認済
B2145,2025-10-07,E108,P006,部品変更,中,承認待ち
B2146,2025-04-25,E106,P002,部品変更,低,承認待ち
B2147,2025-06-17,E106,P006,コスト変更,低,承認済
B2148,2025-04-09,E106,P003,図面修正,高,承認済
B2149,2025-06-24,E105,P006,図面修正,中,承認済
B2150,2025-07-19,E106,P004,仕様変更,中,申請中
B2151,2025-07-12,E103,P004,図面修正,高,承認待ち
B2152,2025-04-22,E105,P003,図面修正,高,承認済
B2153,2025-07-26,E106,P003,部品変更,高,却下
B2154,2025-05-04,E102,P002,部品変更,中,却下
B2155,2025-12-19,E106,P001,コスト変更,低,却下
B2156,2025-04-09,E108,P005,コスト変更,高,申請中
B2157,2025-01-21,E105,P003,図面修正,中,承認済
B2158,2025-02-16,E103,P006,仕様変更,中,却下
B2159,2025-03-28,E103,P005,図面修正,低,承認待ち
B2160,2025-09-03,E106,P002,図面修正,低,承認済
B2161,2025-09-17,E105,P006,仕様変更,高,申請中
B2162,2025-12-23,E105,P003,コスト変更,低,承認待ち
B2163,2025-03-11,E106,P002,コスト変更,中,承認済
B2164,2025-04-22,E105,P003,仕様変更,高,申請中
B2165,2025-11-14,E106,P004,コスト変更,高,申請中
B2166,2025-09-12,E102,P005,コスト変更,高,承認済
B2167,2025-09-16,E105,P005,図面修正,低,申請中
B2168,2025-12-03,E108,P001,仕様変更,低,承認待ち
B2169,2025-09-28,E102,P005,コスト変更,低,承認待ち
B2170,2025-02-25,E106,P003,コスト変更,中,承認待ち
B2171,2025-11-11,E102,P002,図面修正,中,却下
B2172,2025-01-13,E108,P003,仕様変更,低,却下
B2173,2025-01-01,E103,P003,コスト変更,高,承認済
B2174,2025-04-19,E105,P005,コスト変更,低,承認待ち
B2175,2025-10-12,E108,P002,部品変更,高,承認待ち
B2176,2025-05-06,E102,P001,仕様変更,高,承認済
B2177,2025-02-11,E105,P002,部品変更,高,承認済
B2178,2025-03-14,E105,P002,部品変更,中,申請中
B2179,2025-03-15,E102,P004,仕様変更,中,承認待ち
B2180,2025-07-02,E106,P004,コスト変更,高,承認待ち
B2181,2025-07-19,E102,P001,部品変更,低,申請中
B2182,2025-03-25,E103,P001,コスト変更,低,承認済
B2183,2025-12-11,E106,P002,部品変更,高,承認済
B2184,2025-08-09,E108,P001,コスト変更,高,申請中
B2185,2025-07-26,E106,P004,仕様変更,中,承認済
B2186,2025-05-27,E102,P004,図面修正,高,申請中
B2187,2025-11-21,E106,P004,仕様変更,中,承認済
B2188,2025-01-05,E103,P002,仕様変更,高,承認待ち
B2189,2025-03-23,E106,P001,仕様変更,低,承認待ち
B2190,2025-12-22,E105,P003,コスト変更,高,却下
B2191,2025-03-06,E108,P002,部品変更,中,申請中
B2192,2025-03-01,E106,P002,図面修正,中,承認済
B2193,2025-05-20,E105,P001,仕様変更,中,申請中
B2194,2025-08-02,E103,P004,仕様変更,低,却下
B2195,2025-10-24,E108,P002,部品変更,高,申請中
B2196,2025-06-08,E102,P004,仕様変更,高,却下
B2197,2025-08-14,E108,P004,部品変更,低,申請中
B2198,2025-05-16,E106,P003,部品変更,中,承認済
B2199,2025-10-22,E102,P004,コスト変更,低,承認待ち
B2200,2025-03-08,E108,P002,部品変更,高,申請中
B2201,2025-12-04,E106,P003,仕様変更,高,承認待ち
B2202,2025-05-06,E105,P003,コスト変更,低,承認済
B2203,2025-03-11,E106,P003,部品変更,低,申請中
B2204,2025-12-26,E106,P006,仕様変更,高,承認待ち
B2205,2025-01-05,E102,P002,部品変更,中,承認済
B2206,2025-01-19,E106,P004,図面修正,高,却下
B2207,2025-08-07,E106,P005,図面修正,低,却下
B2208,2025-02-24,E105,P006,図面修正,中,承認待ち
B2209,2025-05-11,E106,P005,コスト変更,低,申請中
B2210,2025-11-28,E105,P005,図面修正,高,承認済
B2211,2025-07-21,E102,P005,部品変更,高,承認待ち
B2212,2025-08-27,E102,P001,図面修正,高,承認済
B2213,2025-05-15,E106,P005,仕様変更,低,承認待ち
B2214,2025-07-27,E108,P002,部品変更,低,承認待ち
B2215,2025-01-07,E105,P005,部品変更,低,申請中
B2216,2025-09-12,E108,P002,部品変更,中,承認待ち
B2217,2025-02-22,E103,P006,部品変更,低,承認待ち
B2218,2025-09-20,E106,P002,図面修正,高,却下
B2219,2025-05-13,E108,P004,コスト変更,中,承認済
B2220,2025-03-24,E105,P001,仕様変更,中,承認済
B2221,2025-04-24,E108,P005,仕様変更,高,却下
B2222,2025-03-05,E106,P002,部品変更,中,承認待ち
B2223,2025-11-14,E106,P005,部品変更,高,承認済
B2224,2025-02-08,E105,P002,コスト変更,高,承認待ち
B2225,2025-04-15,E103,P006,図面修正,中,申請中
B2226,2025-11-04,E108,P003,仕様変更,低,却下
B2227,2025-04-22,E106,P003,仕様変更,低,却下
B2228,2025-03-03,E105,P003,仕様変更,中,承認済
B2229,2025-02-21,E106,P004,部品変更,低,却下
B2230,2025-05-08,E108,P001,仕様変更,低,承認済
B2231,2025-04-28,E106,P006,コスト変更,中,申請中
B2232,2025-11-04,E105,P006,図面修正,中,承認済
B2233,2025-07-22,E105,P003,仕様変更,高,申請中
B2234,2025-12-26,E106,P002,コスト変更,高,却下
B2235,2025-11-09,E102,P006,コスト変更,低,却下
B2236,2025-10-17,E106,P001,仕様変更,低,申請中
B2237,2025-10-04,E102,P002,図面修正,低,却下
B2238,2025-07-23,E102,P003,コスト変更,中,申請中
B2239,2025-07-27,E106,P006,仕様変更,高,承認待ち
B2240,2025-01-21,E105,P001,図面修正,中,申請中
B2241,2025-12-15,E105,P003,図面修正,中,承認待ち
B2242,2025-05-15,E102,P003,コスト変更,低,承認済
B2243,2025-03-07,E108,P005,図面修正,低,却下
B2244,2025-06-25,E103,P004,仕様変更,中,承認済
B2245,2025-10-18,E103,P003,図面修正,高,申請中
B2246,2025-11-13,E105,P005,コスト変更,低,承認待ち
B2247,2025-07-07,E105,P006,コスト変更,中,承認済
B2248,2025-08-12,E103,P002,図面修正,高,申請中
B2249,2025-04-19,E105,P005,図面修正,低,承認待ち
B2250,2025-07-20,E102,P002,仕様変更,高,却下
B2251,2025-05-05,E105,P005,図面修正,中,承認待ち
B2252,2025-07-04,E105,P005,仕様変更,中,承認待ち
B2253,2025-08-27,E102,P002,部品変更,低,承認済
B2254,2025-01-16,E103,P006,部品変更,高,承認待ち
B2255,2025-08-21,E103,P002,仕様変更,中,承認待ち
B2256,2025-01-28,E108,P004,コスト変更,中,承認待ち
B2257,2025-07-06,E108,P005,コスト変更,低,却下
B2258,2025-12-09,E105,P003,コスト変更,中,承認済
B2259,2025-04-11,E108,P003,仕様変更,低,承認待ち
B2260,2025-06-28,E103,P005,部品変更,高,却下
B2261,2025-09-11,E102,P005,部品変更,低,承認済
B2262,2025-12-23,E108,P002,コスト変更,中,申請中
B2263,2025-08-20,E106,P004,コスト変更,高,承認待ち
B2264,2025-01-18,E106,P005,仕様変更,中,却下
B2265,2025-12-05,E102,P006,図面修正,高,承認済
B2266,2025-10-09,E102,P006,コスト変更,中,承認待ち
B2267,2025-07-07,E106,P003,図面修正,中,承認待ち
B2268,2025-10-26,E108,P004,部品変更,低,承認済
B2269,2025-01-20,E102,P006,図面修正,低,申請中
B2270,2025-02-20,E102,P005,コスト変更,低,承認待ち
B2271,2025-12-07,E103,P005,部品変更,高,申請中
B2272,2025-11-16,E102,P003,仕様変更,高,却下
B2273,2025-10-23,E106,P004,コスト変更,低,却下
B2274,2025-03-28,E105,P002,仕様変更,中,承認済
B2275,2025-03-23,E106,P003,コスト変更,高,承認待ち
B2276,2025-05-13,E103,P002,図面修正,低,申請中
B2277,2025-06-15,E102,P005,図面修正,高,申請中
B2278,2025-09-02,E105,P001,部品変更,高,申請中
B2279,2025-01-11,E106,P003,仕様変更,低,承認済
B2280,2025-02-06,E103,P006,コスト変更,高,承認待ち
B2281,2025-06-04,E103,P005,図面修正,低,承認待ち
B2282,2025-08-23,E103,P005,部品変更,中,申請中
B2283,2025-10-02,E108,P001,図面修正,中,申請中
B2284,2025-06-22,E103,P005,部品変更,高,却下
B2285,2025-04-20,E103,P005,図面修正,中,却下
B2286,2025-08-04,E108,P001,図面修正,高,承認済
B2287,2025-03-08,E106,P002,コスト変更,高,承認済
B2288,2025-01-16,E108,P001,仕様変更,低,承認済
B2289,2025-09-19,E108,P006,コスト変更,低,承認待ち
B2290,2025-05-11,E103,P004,部品変更,中,却下
B2291,2025-07-14,E106,P001,コスト変更,高,却下
B2292,2025-02-11,E108,P004,コスト変更,中,却下
B2293,2025-05-25,E102,P005,仕様変更,高,申請中
B2294,2025-05-19,E108,P005,部品変更,低,承認済
B2295,2025-12-02,E108,P001,仕様変更,中,却下
B2296,2025-04-12,E108,P001,コスト変更,低,承認待ち
B2297,2025-09-12,E102,P002,仕様変更,中,承認待ち
B2298,2025-04-23,E105,P001,部品変更,中,承認待ち
B2299,2025-10-21,E108,P001,仕様変更,中,承認待ち
B2300,2025-12-04,E105,P001,部品変更,低,承認済
B2301,2025-03-13,E103,P003,コスト変更,高,承認待ち
B2302,2025-03-20,E103,P005,図面修正,中,承認済
B2303,2025-04-21,E105,P004,仕様変更,中,却下
B2304,2025-07-09,E103,P004,図面修正,低,申請中
B2305,2025-11-23,E106,P001,コスト変更,高,承認待ち
B2306,2025-02-21,E102,P001,部品変更,中,申請中
B2307,2025-03-18,E105,P002,図面修正,低,却下
B2308,2025-05-18,E105,P003,図面修正,高,申請中
B2309,2025-07-27,E103,P001,コスト変更,高,承認待ち
B2310,2025-09-02,E106,P004,仕様変更,高,承認待ち
B2311,2025-01-27,E106,P002,仕様変更,低,申請中
B2312,2025-04-14,E108,P003,コスト変更,低,承認待ち
B2313,2025-08-20,E102,P006,部品変更,高,承認済
B2314,2025-01-19,E102,P002,図面修正,中,承認待ち
B2315,2025-06-15,E103,P006,仕様変更,中,却下
B2316,2025-03-10,E108,P001,部品変更,高,承認待ち
B2317,2025-06-22,E106,P001,コスト変更,高,承認待ち
B2318,2025-10-17,E105,P005,部品変更,高,承認済
B2319,2025-01-04,E102,P004,仕様変更,低,承認待ち
B2320,2025-12-11,E105,P001,部品変更,高,承認待ち
B2321,2025-01-13,E102,P005,仕様変更,中,申請中
B2322,2025-04-25,E102,P005,仕様変更,高,却下
B2323,2025-10-21,E106,P003,コスト変更,中,承認待ち
B2324,2025-11-16,E108,P003,図面修正,低,却下
B2325,2025-08-05,E106,P005,図面修正,高,承認待ち
B2326,2025-05-21,E103,P004,図面修正,高,承認済
B2327,2025-12-01,E106,P003,部品変更,高,却下
B2328,2025-07-23,E108,P002,コスト変更,高,承認済
B2329,2025-04-13,E106,P004,コスト変更,低,却下
B2330,2025-08-13,E106,P003,図面修正,中,却下
B2331,2025-03-24,E108,P002,部品変更,高,承認待ち
B2332,2025-10-07,E108,P003,コスト変更,低,却下
B2333,2025-06-21,E105,P002,コスト変更,高,却下
B2334,2025-02-18,E106,P003,コスト変更,高,承認待ち
B2335,2025-04-11,E108,P002,コスト変更,低,却下
B2336,2025-03-15,E102,P006,部品変更,中,承認待ち
B2337,2025-05-24,E108,P002,コスト変更,低,承認待ち
B2338,2025-03-14,E105,P004,部品変更,低,承認待ち
B2339,2025-08-11,E108,P005,仕様変更,低,申請中
B2340,2025-02-03,E102,P001,仕様変更,中,申請中
B2341,2025-06-12,E103,P006,部品変更,高,承認済
B2342,2025-02-12,E108,P003,コスト変更,中,承認済
B2343,2025-12-06,E105,P003,仕様変更,低,承認待ち
B2344,2025-03-06,E106,P001,コスト変更,高,却下
B2345,2025-12-09,E103,P001,部品変更,中,申請中
B2346,2025-01-05,E106,P004,コスト変更,中,承認待ち
B2347,2025-01-19,E105,P004,部品変更,中,申請中
B2348,2025-08-22,E108,P003,図面修正,高,承認済
B2349,2025-02-06,E103,P005,図面修正,低,却下
B2350,2025-03-04,E103,P006,図面修正,中,申請中
B2351,2025-06-20,E106,P001,コスト変更,高,承認済
B2352,2025-05-07,E108,P003,仕様変更,中,承認済
B2353,2025-03-02,E103,P006,図面修正,中,却下
B2354,2025-07-11,E102,P003,コスト変更,低,申請中
B2355,2025-06-18,E102,P002,仕様変更,低,申請中
B2356,2025-05-13,E103,P004,コスト変更,中,申請中
B2357,2025-12-22,E105,P006,コスト変更,中,承認済
B2358,2025-09-28,E106,P004,図面修正,高,承認済
B2359,2025-12-09,E108,P002,コスト変更,中,承認済
B2360,2025-02-15,E102,P006,図面修正,低,申請中
B2361,2025-01-26,E103,P001,部品変更,高,承認待ち
B2362,2025-06-03,E103,P005,部品変更,高,申請中
B2363,2025-01-24,E102,P006,図面修正,低,申請中
B2364,2025-03-19,E106,P006,図面修正,低,申請中
B2365,2025-10-04,E102,P006,部品変更,高,申請中
B2366,2025-03-03,E102,P001,コスト変更,低,承認待ち
B2367,2025-04-02,E102,P004,図面修正,低,承認待ち
B2368,2025-08-27,E103,P006,コスト変更,低,承認待ち
B2369,2025-08-10,E108,P001,コスト変更,高,申請中
B2370,2025-02-06,E103,P003,部品変更,低,承認待ち
B2371,2025-12-04,E102,P002,部品変更,中,承認待ち
B2372,2025-03-13,E108,P003,コスト変更,低,承認済
B2373,2025-04-14,E105,P003,部品変更,低,申請中
B2374,2025-11-22,E105,P003,部品変更,高,申請中
B2375,2025-02-16,E105,P006,仕様変更,低,却下
B2376,2025-02-22,E106,P001,仕様変更,中,承認済
B2377,2025-12-22,E108,P006,仕様変更,低,承認済
B2378,2025-12-27,E105,P004,図面修正,低,却下
B2379,2025-06-16,E105,P004,図面修正,低,承認待ち
B2380,2025-04-19,E103,P001,図面修正,中,却下
B2381,2025-08-11,E106,P004,コスト変更,中,承認待ち
B2382,2025-03-24,E106,P004,仕様変更,高,承認済
B2383,2025-07-28,E103,P004,図面修正,高,却下
B2384,2025-11-06,E103,P005,部品変更,高,申請中
B2385,2025-01-13,E106,P002,図面修正,中,承認待ち
B2386,2025-01-16,E106,P002,図面修正,低,承認済
B2387,2025-04-07,E106,P005,コスト変更,中,却下
B2388,2025-03-16,E102,P003,仕様変更,高,承認済
B2389,2025-12-16,E108,P003,部品変更,高,却下
B2390,2025-04-14,E106,P001,図面修正,低,承認待ち
B2391,2025-06-21,E105,P006,コスト変更,低,申請中
B2392,2025-10-05,E108,P003,図面修正,低,承認済
B2393,2025-12-28,E103,P003,コスト変更,高,申請中
B2394,2025-08-12,E106,P002,部品変更,中,承認待ち
B2395,2025-06-21,E106,P003,図面修正,低,承認済
B2396,2025-12-07,E103,P003,部品変更,低,承認待ち
B2397,2025-04-16,E108,P004,仕様変更,中,申請中
B2398,2025-07-25,E103,P005,図面修正,高,却下
B2399,2025-08-20,E105,P001,コスト変更,中,承認待ち
B2400,2025-05-23,E103,P003,仕様変更,中,承認待ち
B2401,2025-04-21,E102,P003,図面修正,低,却下
B2402,2025-09-05,E105,P003,コスト変更,中,承認待ち
B2403,2025-11-07,E108,P005,仕様変更,中,申請中
B2404,2025-12-07,E108,P005,図面修正,高,却下
B2405,2025-07-23,E102,P003,図面修正,高,承認待ち
B2406,2025-05-01,E102,P006,コスト変更,高,承認済
B2407,2025-08-25,E103,P004,コスト変更,低,承認待ち
B2408,2025-10-15,E105,P001,図面修正,中,承認済
B2409,2025-04-23,E108,P004,図面修正,高,承認待ち
B2410,2025-06-01,E102,P001,図面修正,低,却下
B2411,2025-06-05,E105,P006,コスト変更,低,申請中
B2412,2025-11-14,E105,P004,部品変更,中,申請中
B2413,2025-11-10,E105,P005,仕様変更,低,申請中
B2414,2025-12-23,E103,P004,仕様変更,高,承認待ち
B2415,2025-03-04,E108,P002,部品変更,高,承認済
B2416,2025-06-11,E102,P004,図面修正,高,却下
B2417,2025-07-18,E102,P005,コスト変更,低,却下
B2418,2025-12-05,E108,P001,部品変更,中,承認待ち
B2419,2025-02-25,E105,P002,部品変更,高,申請中
B2420,2025-01-21,E103,P004,仕様変更,高,承認待ち
B2421,2025-04-05,E103,P005,図面修正,中,却下
B2422,2025-11-22,E106,P001,図面修正,中,申請中
